年度,單位,案件,廠商,廠商設立日,結標日,設立到結標天數,廠商資本額,標案金額,標案金額/資本額,網址
2020,臺南市政府衛生局,單一入口網暨管考管理系統系統維護及增修採購案,景佳科技有限公司,2005-08-11,2020-02-26,5312,5000000,379000,0.08,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200227&fn=BDM-1-53026061.xml
2020,臺南市政府衛生局,「愛滋病毒抗原抗體合一檢驗試劑1批」開口契約,群宇科技股份有限公司,1990-12-22,2020-02-19,10651,12000000,1168000,0.1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200221&fn=BDM-1-53021272.xml
2020,臺南市政府衛生局,臺南市政府衛生局109年度公務車輛租賃案,和運租車股份有限公司台南分公司,2003-11-17,2019-12-31,5888,12000000,2159280,0.18,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200102&fn=BDM-1-52980943.xml
2020,臺南市政府衛生局,108年度歲末聯誼活動外燴,情定團膳餐飲國際股份有限公司,2014-04-10,2019-12-25,2085,7800000,384000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200102&fn=BDM-1-52979964.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治噴藥作業人力委外服務(開口契約),安應股份有限公司,2009-11-19,2019-12-11,3674,3000000,812500,0.27,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191230&fn=BDM-1-52974797.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治噴藥作業人力委外服務(開口契約),華龍病媒防治(獨資),2017-05-22,2019-12-11,933,200000,812500,4.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191230&fn=BDM-1-52974797.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治噴藥作業人力委外服務(開口契約),寶信環衛有限公司,2015-11-23,2019-12-11,1479,300000,812500,2.71,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191230&fn=BDM-1-52974797.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治強制開鎖作業人力委外服務(開口契約),安全鎖店(獨資),1993-03-15,2019-12-25,9781,3000,349500,116.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52974022.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治強制開鎖作業人力委外服務(開口契約),弘達鎖店(獨資),2016-09-12,2019-12-25,1199,5000,349500,69.9,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52974022.xml
2019,臺南市政府衛生局,臺南市109年登革熱防治強制開鎖作業人力委外服務(開口契約),大安鎖印店(獨資),2015-10-07,2019-12-25,1540,3000,349500,116.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191227&fn=BDM-1-52974022.xml
2019,臺南市政府衛生局,109年度傳染病檢體運送,璟暘企業有限公司,2012-06-26,2019-12-25,2738,5000000,1953000,0.39,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191226&fn=BDM-1-52971817.xml
2019,臺南市政府衛生局,109年臺南市政府衛生局辦公大樓清潔服務,宇捷清潔有限公司,2015-06-02,2019-12-11,1653,3000000,1532000,0.51,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191226&fn=BDM-1-52972598.xml
2019,臺南市政府衛生局,臺南市政府衛生局高壓變壓器設備汰換,南區機電技術顧問股份有限公司,1982-01-16,2019-12-23,13855,26600000,550000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191224&fn=BDM-1-52967718.xml
2019,臺南市政府衛生局,108年度整建長照衛福據點工程-臺南市麻豆區、仁德區、龍崎區、左鎮區、南化區等5區衛生所,龍銓土木工程有限公司,2009-03-11,2019-12-20,3936,16000000,20950000,1.31,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191223&fn=BDM-1-52966596.xml
2019,臺南市政府衛生局,108年度整建長照衛福據點工程-臺南市新營區、柳營區、東山區、安定區、將軍區等5區衛生所,開登營造股份有限公司,2012-12-13,2019-12-18,2561,12000000,19550000,1.63,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191219&fn=BDM-1-52963196.xml
2019,臺南市政府衛生局,臺南市政府衛生局108年度發光二極體先進照明推廣補助計畫,喜光有限公司,2017-04-19,2019-12-04,959,16000000,2150000,0.13,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191205&fn=BDM-1-52944858.xml
2019,臺南市政府衛生局,108年度國民健康業務成果發表會外燴暨展場,情定團膳餐飲國際股份有限公司,2014-04-10,2019-10-16,2015,7800000,265000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191031&fn=BDM-1-52909455.xml
2019,臺南市政府衛生局,菸害防制壓克力禁菸標示,智橋企業有限公司,2014-07-02,2019-10-30,1946,2000000,303450,0.15,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52909560&tenderCaseNo=1080171813
2019,臺南市政府衛生局,登革熱檢驗用即時螢光聚合酶反應檢驗相關試劑1批,進階生物科技股份有限公司,1989-12-07,2019-10-23,10912,400000000,358000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191024&fn=BDM-1-52903160.xml
2019,臺南市政府衛生局,登革熱核酸檢驗相關試劑耗材1批,伯昂興業股份有限公司,1986-04-30,2019-10-23,12229,10000000,1610000,0.16,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191024&fn=BDM-1-52903201.xml
2019,臺南市政府衛生局,108年度市民健康資料庫系統建置,英寶科技股份有限公司,1999-07-27,2019-10-02,7372,10000000,315000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191024&fn=BDM-1-52903138.xml
2019,臺南市政府衛生局,108年臺南市政府衛生局社區營養推廣中心互動式網頁建置,天影數位媒體有限公司,2015-12-25,2019-10-02,1377,2000000,300000,0.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191024&fn=BDM-1-52903041.xml
2019,臺南市政府衛生局,口服輪狀病毒疫苗(開口契約),裕利股份有限公司,1988-03-21,2019-10-16,11531,218000000,600000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191017&fn=BDM-1-52897075.xml
2019,臺南市政府衛生局,臺南市政府衛生局108年電腦機房氣體式全自動滅火系統建置,日熙防災股份有限公司,2011-08-18,2019-09-11,2946,12000000,765000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191017&fn=BDM-1-52897496.xml
2019,臺南市政府衛生局,登革熱抗體檢驗試劑一批,承洺科技有限公司,2006-08-28,2019-10-09,4790,10000000,570000,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52892889.xml
2019,臺南市政府衛生局,整建長照衛福據點工程第一次變更設計,展旺營造股份有限公司,1977-03-10,2019-10-02,15546,15300000,4350000,0.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52893173.xml
2019,臺南市政府衛生局,濫用藥物尿液檢驗相關試劑耗材一批,醫全實業股份有限公司,1984-03-15,2019-10-09,12991,163000000,1083000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191014&fn=BDM-1-52892833.xml
2019,臺南市政府衛生局,108年度國民健康問卷調查,視拓商業資訊股份有限公司,2014-08-06,2019-08-28,1848,1000000,398140,0.4,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190912&fn=BDM-1-52870681.xml
2019,臺南市政府衛生局,108年度護理人員工作服,多麗金國際有限公司,2001-04-25,2019-08-07,6678,1000000,650000,0.65,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190829&fn=BDM-1-52860133.xml
2019,臺南市政府衛生局,108年度全國毒品危害防制中心標竿學習暨共識營,大員開發事業股份有限公司台南分公司,2017-04-11,2019-08-21,862,1000000,650000,0.65,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190829&fn=BDM-1-52860177.xml
2019,臺南市政府衛生局,108年登革熱防疫物資-防蚊液(開口契約),碧方國際企業有限公司,1995-08-15,2019-08-21,8772,2000000,715000,0.36,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52854508&tenderCaseNo=1080130441
2019,臺南市政府衛生局,乳房X光攝影儀影像偵測板(Detector),西門子醫療設備股份有限公司,2015-03-25,2019-08-07,1596,440357960,3800000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190808&fn=BDM-1-52843649.xml
2019,臺南市政府衛生局,臺南市楠西區照興、龜丹、密枝衛生室及七股區龍山衛生室拆除工程,羿瑩土木包工業,2017-04-20,2019-07-17,818,1000000,390000,0.39,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190729&fn=BDM-1-52834022.xml
2019,臺南市政府衛生局,108年農藥殘留分析儀器耗材及萃取粉劑一批,巨研科技股份有限公司,1999-01-12,2019-07-17,7491,200000000,776000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190718&fn=BDM-1-52825834.xml
2019,臺南市政府衛生局,108年分子生物檢驗標準品及耗材一批,台灣默克股份有限公司,1989-12-22,2019-07-10,10792,100000000,1215000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190711&fn=BDM-1-52819670.xml
2019,臺南市政府衛生局,農藥標準品(373項)開口契約,友和貿易股份有限公司,1999-04-16,2019-06-26,7376,265393000,3680000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190627&fn=BDM-1-52807553.xml
2019,臺南市政府衛生局,108年QCPR訓練復甦模型設備套裝組3套,詒丞有限公司,2011-01-14,2019-06-05,3064,5000000,345600,0.07,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52790137&tenderCaseNo=1080080716
2019,臺南市政府衛生局,臺南市108年度「登革熱非結構性蛋白1(NS1)抗原測試試劑」,美艾利爾健康股份有限公司,1975-07-14,2019-05-29,16025,28960840,489500,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190530&fn=BDM-1-52784045.xml
2019,臺南市政府衛生局,氣相層析質譜儀1套,巨研科技股份有限公司,1999-01-12,2019-05-29,7442,200000000,2756000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190530&fn=BDM-1-52784030.xml
2019,臺南市政府衛生局,拉曼暨傅立葉轉紅外線光譜儀1套,勝興儀器有限公司,2004-05-25,2019-05-29,5482,10000000,5607000,0.56,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190530&fn=BDM-1-52784071.xml
2019,臺南市政府衛生局,超音波骨質密度掃描儀,生展生物科技股份有限公司,1999-04-28,2019-05-15,7322,500000000,965000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190516&fn=BDM-1-52772636.xml
2019,臺南市政府衛生局,微波消化系統1臺,科安企業股份有限公司,1984-07-30,2019-05-15,12707,15000000,1382000,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190516&fn=BDM-1-52772573.xml
2019,臺南市政府衛生局,氣相層析質譜儀1套,巨研科技股份有限公司,1999-01-12,2019-05-15,7428,200000000,2790000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190516&fn=BDM-1-52772696.xml
2019,臺南市政府衛生局,液相層析串聯質譜儀,巨研科技股份有限公司,1999-01-12,2019-05-15,7428,200000000,9380000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190516&fn=BDM-1-52772710.xml
2019,臺南市政府衛生局,實驗室環境改善,原茂企業有限公司,1985-04-20,2019-04-24,12422,6000000,560000,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190425&fn=BDM-1-52754837.xml
2019,臺南市政府衛生局,純音聽力檢查儀器5台,啟大企業有限公司,1976-09-02,2019-04-24,15574,7000000,275000,0.04,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52754942&tenderCaseNo=1080038100
2019,臺南市政府衛生局,食品中動、植物性成分及基因改造檢驗之引子、探針核酸序列1批,每得科技有限公司,1997-04-22,2019-04-17,8030,10000000,273000,0.03,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52748834&tenderCaseNo=1080057068
2019,臺南市政府衛生局,直立式超低溫冷凍櫃兩台,萊恩科學有限公司,2014-01-10,2019-04-10,1916,3000000,1023000,0.34,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190411&fn=BDM-1-52742919.xml
2019,臺南市政府衛生局,108年性病檢驗試劑一批,保吉生化學股份有限公司,1981-08-07,2019-03-27,13746,160000000,775000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190328&fn=BDM-1-52733176.xml
2019,臺南市政府衛生局,108年遠距健康照護智慧寬頻應用城市計畫,遠傳電信股份有限公司系統整合分公司,2011-05-02,2019-03-13,2872,160000000,7200000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190328&fn=BDM-1-52733446.xml
2019,臺南市政府衛生局,水質中大腸桿菌培養基試劑1批,今日儀器股份有限公司,1976-05-14,2019-03-27,15657,150000000,630000,0,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=52733294&tenderCaseNo=1080037518
2019,臺南市政府衛生局,疫苗冷藏設備用自動發電機,奇侑實業有限公司,2002-12-20,2019-02-20,5906,3000000,173250,0.06,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190307&fn=BDM-1-52716231.xml
2019,臺南市政府衛生局,臺南市政府衛生局中央空調冰水主機及冷卻水塔設備汰換,百顓空調工程有限公司,1999-05-27,2019-02-20,7209,10000000,4333695,0.43,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190221&fn=BDM-1-52706433.xml
2019,臺南市政府衛生局,臺南市108年登革熱防疫物資載運(開口契約),昇有交通有限公司,1979-07-11,2019-01-23,14441,10000000,300000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190124&fn=BDM-1-52688900.xml
2019,臺南市政府衛生局,108年登革熱防治強制開鎖作業人力委外服務(開口契約),大安鎖印店,2015-10-07,2019-01-09,1190,3000,349500,116.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190111&fn=BDM-1-52676998.xml
2019,臺南市政府衛生局,108年登革熱防治強制開鎖作業人力委外服務(開口契約),鴻達配鎖店,2018-01-19,2019-01-09,355,200000,349500,1.75,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190111&fn=BDM-1-52676998.xml
2019,臺南市政府衛生局,108年登革熱防治強制開鎖作業人力委外服務(開口契約),弘達鎖店,2016-09-12,2019-01-09,849,5000,349500,69.9,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190111&fn=BDM-1-52676998.xml
2019,臺南市政府衛生局,臺南市政府衛生局108年度機房設備保固暨局所電腦維護服務案,宏權科技有限公司,2010-10-20,2018-12-19,2982,12000000,1653600,0.14,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190107&fn=BDM-1-52670898.xml
2021,臺南市政府文化局,2021臺南美展畫冊印製,秋雨創新股份有限公司台南分公司,1988-03-30,2021-11-04,12272,12000000,218000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211112&fn=BDM-1-53550860.xml
2021,臺南市政府文化局,2021-2022「龍崎光節」前期規劃執行案,艸非火有限公司,2019-07-22,2021-10-26,827,500000,1500000,3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211111&fn=BDM-1-53550274.xml
2021,臺南市政府文化局,「西竹圍之丘文創園區電表分設配線及排水工程」,威倫土木工程有限公司,2010-08-27,2021-11-09,4092,1680000,739631,0.44,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53549465&tenderCaseNo=TC110A018
2021,臺南市政府文化局,岸內糖廠藍10辦公樓及紅2倉庫修復工程第二次變更設計(既有場館機電消防設備修繕提升)案,尚鼎營造工程股份有限公司,1990-06-07,2021-11-04,11473.041666667,120000000,3070000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211109&fn=BDM-1-53546477.xml
2021,臺南市政府文化局,岸內糖廠公共空間環境改善工程第2次變更設計(後續擴充)案,蓁泰營造有限公司,1997-08-13,2021-11-02,8847,15800000,27000000,1.71,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211104&fn=BDM-1-53543790.xml
2021,臺南市政府文化局,2022月津港燈節公2、公3、公16展區策展規劃設計執行案,古瓦厝工程行,2016-07-21,2021-10-28,1925,200000,4300000,21.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211102&fn=BDM-1-53540302.xml
2021,臺南市政府文化局,「南瀛之光·唱秋台南」活動規劃執行案,偌藝國際事業有限公司,2021-09-23,2021-10-07,14,1000000,3450000,3.45,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211013&fn=BDM-1-53524066.xml
2021,臺南市政府文化局,台江文化中心劇場卸貨口遮雨棚採購案,百建工程有限公司,2007-10-15,2021-10-07,5106,3000000,230000,0.08,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53522400&tenderCaseNo=TC110B031
2021,臺南市政府文化局,2021南瀛國際民俗藝術節—舞台硬體規劃執行後續擴充,連成展業有限公司,2007-01-24,2021-10-05,5368,10000000,275000,0.03,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53519857&tenderCaseNo=TC110C156-1
2021,臺南市政府文化局,蕭壠A1廁所整修及A6館滲漏水改善工程,清築營造有限公司,2018-12-17,2021-09-30,1018,3600000,1220000,0.34,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211001&fn=BDM-1-53517205.xml
2021,臺南市政府文化局,安平原臺鹽日式宿舍委外經營管理案,台灣黃金蕎麥有限公司,2009-08-05,2021-08-24,4402,7150000,370000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210924&fn=BDM-1-53510685.xml
2021,臺南市政府文化局,2021南瀛國際民俗藝術節—舞台硬體規劃執行,連成展業有限公司,2007-01-24,2021-09-07,5340,10000000,3500000,0.35,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210924&fn=BDM-1-53511672.xml
2021,臺南市政府文化局,成功系列休閒食品開發採購案,台灣司麥爾食品股份有限公司,2009-06-12,2021-09-02,4465,25000000,979200,0.04,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210923&fn=BDM-1-53509222.xml
2021,臺南市政府文化局,2021亞太管樂節活動宣傳影片製作案,力果文化有限公司,2016-12-06,2021-09-16,1745,1200000,360000,0.3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210923&fn=BDM-1-53509224.xml
2021,臺南市政府文化局,臺南山上花園水道博物館遊樂教育體驗設施設置及經營管理,鳴謙科技有限公司,2008-04-14,2021-08-10,4866,2000000,2295000,1.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210923&fn=BDM-1-53509241.xml
2021,臺南市政府文化局,2021南瀛國際民俗藝術節-現場導播執行暨動態紀錄,切音樂電影有限公司,2012-10-08,2021-09-14,3263,250000,1500000,6,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210917&fn=BDM-1-53507131.xml
2021,臺南市政府文化局,2021南瀛國際民俗藝術節-『蘇俊穎木偶劇團』演出執行案,蘇俊穎木偶劇團,2017-04-27,2021-09-09,1596,5000,150000,30,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210913&fn=BDM-1-53503819.xml
2021,臺南市政府文化局,「勻境ûn-king音樂遶境」線上節目規畫執行案,好日文化有限公司,2012-04-13,2021-09-07,3434,1000000,2500000,2.5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502541.xml
2021,臺南市政府文化局,「葉石濤文學紀念館展場設計與施作暨委外經營維護」案,開物整合設計股份有限公司,2012-03-06,2021-08-24,3458,10000000,2000000,0.2,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502557.xml
2021,臺南市政府文化局,臺南二二八與民主人權歷史常設展,開物整合設計股份有限公司,2012-03-06,2021-08-24,3458,10000000,3950000,0.4,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502386.xml
2021,臺南市政府文化局,蕭壠文化園區館室電力整修工程,啟昱工程有限公司,2021-05-11,2021-08-24,105,1000000,868000,0.87,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210910&fn=BDM-1-53502284.xml
2021,臺南市政府文化局,臺南文化中心演藝廳音響設備四迴路功率擴大機採購,瑞漢資訊科技有限公司,1994-11-21,2021-06-01,9689,10000000,217900,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210909&fn=BDM-1-53501587.xml
2021,臺南市政府文化局,2021亞太管樂節文宣印刷,大豐製版有限公司,1994-07-15,2021-09-02,9911,1000000,377600,0.38,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210903&fn=BDM-1-53496677.xml
2021,臺南市政府文化局,2021TIMF表演節目-MNA牛耳藝術,牛耳有限公司,1991-03-04,2021-08-25,11132,10000000,1200000,0.12,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210830&fn=BDM-1-53491828.xml
2021,臺南市政府文化局,臺南市府城歷史街區普濟殿街區改造工程委託規劃設計及監造,三生規劃設計有限公司,2009-06-19,2021-06-29,4393,1000000,1150000,1.15,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210830&fn=BDM-1-53491951.xml
2021,臺南市政府文化局,桂子山整體委託規劃設計暨後續擴充監造案,三生規劃設計有限公司,2009-06-19,2021-08-05,4430,1000000,1113240,1.11,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210830&fn=BDM-1-53491825.xml
2021,臺南市政府文化局,蕭壠文化園區空調汰換財物採購案,統祥企業行(獨資),2000-07-19,2021-08-10,7692,10000000,3884800,0.39,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210827&fn=BDM-1-53491168.xml
2021,臺南市政府文化局,臺南文化中心劇場專業設備財物採購,奇睿股份有限公司,2003-08-08,2021-08-05,6572,5000000,1185000,0.24,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210827&fn=BDM-1-53491250.xml
2021,臺南市政府文化局,國定古蹟原台南水道空調系統工程(辦公室、舊檢驗室及送出唧筒室),松裕冷氣空調有限公司,2010-11-26,2021-08-12,3912,3000000,2781119,0.93,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210825&fn=BDM-1-53488274.xml
2021,臺南市政府文化局,2021藝術進區舞臺及硬體設備規劃執行,時代音響企業社(獨資),2005-01-25,2021-08-10,6041,1000000,2110000,2.11,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210820&fn=BDM-1-53485760.xml
2021,臺南市政府文化局,2021漫月美行動特展規劃設計執行案-書院記憶等,禹禹藝術工作室,2011-12-28,2021-08-17,3520,200000,1000000,5,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210818&fn=BDM-1-53483434.xml
2021,臺南市政府文化局,臺南市赤崁文化園區改造工程第4次變更設計,偉基營造有限公司,1989-05-03,2021-08-05,11782.041666667,86000000,67900000,0.79,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210817&fn=BDM-1-53481005.xml
2021,臺南市政府文化局,「左鎮菜寮化石園區第二期改建工程(典藏研究中心」第一次變更設計案,崇雅營造有限公司,1998-12-11,2021-08-10,8278,29000000,5870000,0.2,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210816&fn=BDM-1-53480666.xml
2021,臺南市政府文化局,東太子宮鹽運聯合轉運台再利用暨景觀規劃研究案,三生規劃設計有限公司,2009-06-19,2021-08-12,4437,1000000,870000,0.87,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53481022&tenderCaseNo=TC110C149
2021,臺南市政府文化局,「岸內糖廠公共空間環境改善工程」第一次變更設計,蓁泰營造有限公司,1997-08-13,2021-08-03,8756,15800000,1269000,0.08,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210809&fn=BDM-1-53475115.xml
2021,臺南市政府文化局,岸內糖廠藍10辦公樓及紅2倉庫修復工程第一次變更設計,尚鼎營造工程股份有限公司,1990-06-07,2021-08-05,11382.041666667,120000000,1800000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210809&fn=BDM-1-53475139.xml
2021,臺南市政府文化局,新營文化中心及演藝廳屋頂防漏工程,新順營造有限公司,2015-05-28,2021-08-03,2259,7000000,2780253,0.4,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210809&fn=BDM-1-53474317.xml
2021,臺南市政府文化局,2021藝術進區活動演出,如果兒童劇團,2006-08-17,2021-07-27,5458,5000000,4287000,0.86,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210802&fn=BDM-1-53468954.xml
2021,臺南市政府文化局,國定古蹟原台南水道空調機房新建工程,清築營造有限公司,2018-12-17,2021-07-15,941,3600000,1680000,0.47,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210806&fn=BDM-1-53473881.xml
2021,臺南市政府文化局,臺南sing時代之歌成果展演活動委託專業服務案,好奇廣告事業有限公司,2005-03-04,2021-07-13,5975,5500000,4500000,0.82,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210803&fn=BDM-1-53469316.xml
2021,臺南市政府文化局,永華文化中心管理科轄下場館資訊安全設備軟硬體保固更新授權及硬碟採購案,新加坡商網達先進科技有限公司台灣分公司,1999-11-04,2021-07-30,7939,5500000,287000,0.05,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210802&fn=BDM-1-53468665.xml
2021,臺南市政府文化局,安平古堡停車場委外經營管理案,竑穗興業股份有限公司,2001-02-08,2021-07-06,7453,800000000,971429,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210728&fn=BDM-1-53465529.xml
