年度,單位,案件,廠商,廠商設立日,結標日,設立到結標天數,廠商資本額,標案金額,標案金額/資本額,網址
2020,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所110年度贈閱村鄰長報紙採購案-中國時報,風錦企業社(獨資),2017-12-15,2020-12-15,1096,10000,183000,18.3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201216&fn=BDM-1-53274126.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉崙頂段3031地號前路面改善工程,鴻甲營造有限公司,2017-10-20,2020-12-15,1152,15000000,188000,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201216&fn=BDM-1-53274297.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉南進路路面改善工程,鴻甲營造有限公司,2017-10-20,2020-12-01,1138,15000000,368000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201216&fn=BDM-1-53274361.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉新庄村萬新路437號旁排水溝加蓋工程,屏信土木包工業(獨資),2006-08-28,2020-12-08,5216,1500000,135000,0.09,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201209&fn=BDM-1-53265453.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉福德慈濟宮前廣場道路改善工程,慶昇土木包工業,2020-07-09,2020-10-13,96,1000000,710000,0.71,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201014&fn=BDM-1-53213120.xml
2020,屏東縣萬丹鄉公所,「新庄、新鐘社區聯合活動中心」新建工程,久漢營造工程有限公司,1999-09-10,2020-09-16,7677,3600000,21200000,5.89,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200923&fn=BDM-1-53197204.xml
2020,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所109年圖書採購案,弘雅三民圖書股份有限公司,1983-03-25,2020-09-16,13690,21000000,226550,0.01,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200917&fn=BDM-1-53193323.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉橋樑維修工程,德暉營造工程有限公司,2011-12-29,2020-08-13,3150,12000000,1150000,0.1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200914&fn=BDM-1-53189345.xml
2020,屏東縣萬丹鄉公所,萬丹鄉成功街二段10巷道路開闢工程,憲德土木包工業,1991-06-29,2020-07-17,10611.041666667,1000000,520000,0.52,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200720&fn=BDM-1-53144329.xml
2020,屏東縣萬丹鄉公所,萬丹鄉磚寮村福興路道路改善工程,冠億土木工程有限公司,2005-08-18,2020-05-15,5384,3050000,750000,0.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200615&fn=BDM-1-53115120.xml
2020,屏東縣萬丹鄉公所,(108年8月利奇馬及白鹿颱風)萬丹鄉頂林大排新安段311地號旁等2件災後復建工程,屏信土木包工業,2006-08-28,2020-04-08,4972,1500000,4250000,2.83,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200508&fn=BDM-1-53083940.xml
2020,屏東縣萬丹鄉公所,(109)萬丹鄉農地重劃區農水路維護工程(開口契約),屏信土木包工業,2006-08-28,2020-03-03,4936,1500000,1010000,0.67,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200429&fn=BDM-1-53075084.xml
2020,屏東縣萬丹鄉公所,109年度萬丹鄉天然災害緊急搶修(搶險)開口契約,屏信土木包工業,2006-08-28,2020-04-14,4978,1500000,2420000,1.61,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200416&fn=BDM-1-53064773.xml
2020,屏東縣萬丹鄉公所,108-萬丹鄉崙頂村崙頂路831巷路面改善工程,邑川營造工程有限公司,2014-03-24,2020-03-10,2178,25000000,380000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200326&fn=BDM-1-53049281.xml
2020,屏東縣萬丹鄉公所,108-萬丹鄉崙頂村崙頂路749巷路面改善工程,三井土木包工業,1997-07-25,2020-03-03,8257,1200000,294000,0.25,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200326&fn=BDM-1-53049217.xml
2020,屏東縣萬丹鄉公所,屏東縣萬丹鄉109年度兒童節紀念品採購案,寶立方國際有限公司,2016-08-02,2020-03-11,1317,1000000,296814,0.3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200312&fn=BDM-1-53037039.xml
2020,屏東縣萬丹鄉公所,(108年7月豪雨)萬丹鄉頂林大排吉利路700號旁災後復建工程,屏信土木包工業,2006-08-28,2020-02-19,4923,1500000,956000,0.64,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200311&fn=BDM-1-53036254.xml
2020,屏東縣萬丹鄉公所,(108年6月豪雨)萬丹鄉頂林大排頂新段281地號旁災後復建工程,屏信土木包工業(獨資),2006-08-28,2020-03-10,4943,1500000,1460000,0.97,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200311&fn=BDM-1-53035519.xml
2020,屏東縣萬丹鄉公所,109-萬丹鄉道路綠美化養護工程,巨霆企業有限公司,1998-03-04,2020-03-03,8035,6000000,960000,0.16,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200304&fn=BDM-1-53029247.xml
2020,屏東縣萬丹鄉公所,(108年7月豪雨)萬丹鄉頂林排水護岸災後復建工程,森霖土木包工業(合夥),2010-02-08,2020-02-27,3671,1000000,761000,0.76,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200302&fn=BDM-1-53027031.xml
2020,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所109年補助圖書資料採購案,金寶書局有限公司,1996-08-14,2020-02-27,8597,5000000,94700,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200302&fn=BDM-1-53027437.xml
2020,屏東縣萬丹鄉公所,萬丹鄉公園公廁改善工程,金義豐土木包工業,2015-08-19,2020-02-19,1645,1500000,1024000,0.68,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200220&fn=BDM-1-53019973.xml
2020,屏東縣萬丹鄉公所,萬丹鄉公所109年度招待鄉親及歲末聯誼餐會外燴餐點,大新飲食館,2009-02-18,2020-01-14,3982,900000,176000,0.2,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200115&fn=BDM-1-52995466.xml
2020,屏東縣萬丹鄉公所,108-萬丹鄉新鐘村萬新路287巷120號前排水溝改善工程,屏信土木包工業,2006-08-28,2020-01-14,4887,1500000,255000,0.17,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200115&fn=BDM-1-52995159.xml
2020,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所109年度贈閱村鄰長報紙採購案,風錦企業社(獨資),2017-12-15,2019-12-31,746,10000,1251000,125.1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20200102&fn=BDM-1-52979376.xml
2019,屏東縣萬丹鄉公所,萬丹鄉生活道路品質提升計畫,德睿營造工程有限公司,2013-02-27,2019-12-04,2471,12000000,15380000,1.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191216&fn=BDM-1-52956611.xml
2019,屏東縣萬丹鄉公所,2019屏東萬丹紅豆牛奶節、農村特色推廣活動暨跨年晚會舞台音響燈光、發電機及帳棚布置等設備租賃採購案,義特舞台音響工程有限公司,2000-12-20,2019-12-11,6930,500000,970000,1.94,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191212&fn=BDM-1-52952852.xml
2019,屏東縣萬丹鄉公所,2019屏東萬丹紅豆牛奶節、農村特色推廣活動暨跨年晚會宣傳文宣品及工作服裝招標採購案,奇登企業社,2019-07-15,2019-12-06,144,200000,836000,4.18,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191209&fn=BDM-1-52948521.xml
2019,屏東縣萬丹鄉公所,108年環保車輛行車視野輔助系統財物採購,澤濬國際有限公司,2014-01-20,2019-10-29,2108,500000,228800,0.46,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191030&fn=BDM-1-52908171.xml
2019,屏東縣萬丹鄉公所,屏東縣萬丹鄉萬新路(萬丹國小至丹榮路)道路改善暨萬丹國小通學步道及社區道路改善工程委託規劃設計技術服務採購案,詮銘工程技術顧問有限公司,2000-01-24,2019-08-13,7141,1000000,1820000,1.82,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20191028&fn=BDM-1-52905685.xml
2019,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所108年補助圖書資料採購案,高旻圖書有限公司,1998-10-09,2019-08-07,7607,6000000,129000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190808&fn=BDM-1-52843357.xml
2019,屏東縣萬丹鄉公所,(108)優質公廁及美質環境推動計畫-改善公廁暨提升優質公廁推動計畫(屏東縣)萬丹休閒運動公園廁所整修工程,巨格土木包工業(獨資),2005-01-07,2019-07-29,5316,1000000,604000,0.6,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190730&fn=BDM-1-52834865.xml
2019,屏東縣萬丹鄉公所,屏東縣萬丹鄉大憲宮廟埕廣場暨周邊無障礙人行步道環境改善等計畫,尚暉營造有限公司,1992-06-20,2019-07-16,9887,22500000,14700000,0.65,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190722&fn=BDM-1-52827887.xml
2019,屏東縣萬丹鄉公所,萬丹鄉公所108年度閱讀設備升級計畫傢俱採購案,隆興家具有限公司,1989-06-15,2019-06-26,10968.041666667,12000000,217000,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190627&fn=BDM-1-52807225.xml
2019,屏東縣萬丹鄉公所,大型柴油車加裝複合(主動)再生型濾煙器,集禮有限公司,2017-02-20,2019-05-22,821,7500000,218000,0.03,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190523&fn=BDM-1-52777759.xml
2019,屏東縣萬丹鄉公所,108-萬丹鄉節能路燈(LED)換裝工程,中華電信股份有限公司,1996-06-15,2019-04-02,8326,120000000000,8180000,0,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190410&fn=BDM-1-52741794.xml
2019,屏東縣萬丹鄉公所,屏東縣萬丹鄉108年度兒童節紀念品採購案,寶立方國際有限公司,2016-08-02,2019-03-14,954,1000000,282030,0.28,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190315&fn=BDM-1-52722775.xml
2019,屏東縣萬丹鄉公所,（107年8月豪雨）萬丹鄉頂林大排新林段822地號災後復建工程,宏乙營造有限公司,2000-01-06,2019-02-20,6985,10000000,2987000,0.3,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190313&fn=BDM-1-52720302.xml
2019,屏東縣萬丹鄉公所,(107年8月豪雨)萬丹鄉頂林大排災後復建工程,坤泰土木包工業,2012-08-30,2019-02-20,2365,1000000,3480000,3.48,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190313&fn=BDM-1-52720126.xml
2019,屏東縣萬丹鄉公所,(107年8月豪雨)萬丹鄉頂林大排祥和路災後復健工程,屏信土木包工業,2006-08-28,2019-02-12,4551,1500000,1170000,0.78,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190312&fn=BDM-1-52719428.xml
2019,屏東縣萬丹鄉公所,(108)萬丹鄉農地重劃區農水路維護工程(開口契約),屏信土木包工業,2006-08-28,2019-02-12,4551,1500000,1050000,0.7,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190312&fn=BDM-1-52719757.xml
2019,屏東縣萬丹鄉公所,(107年8月豪雨)萬丹鄉田厝排水田厝段1319地號旁災後復建工程等兩件,屏信土木包工業,2006-08-28,2019-02-20,4559,1500000,1610000,1.07,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190222&fn=BDM-1-52707009.xml
2019,屏東縣萬丹鄉公所,屏東縣萬丹鄉公所108年圖書採購案,高旻圖書有限公司,1998-10-09,2019-02-20,7439,6000000,134500,0.02,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190221&fn=BDM-1-52705828.xml
2019,屏東縣萬丹鄉公所,(107年9月山竹颱風)萬丹鄉頂林排水出口段災後復建工程,屏信土木包工業,2006-08-28,2019-02-12,4551,1500000,1670000,1.11,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190219&fn=BDM-1-52703933.xml
2019,屏東縣萬丹鄉公所,108年度萬丹鄉天然災害緊急搶修(搶險)開口契約,屏信土木包工業,2006-08-28,2019-02-13,4552,1500000,2350000,1.57,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190214&fn=BDM-1-52700835.xml
2019,屏東縣萬丹鄉公所,萬丹鄉公所108年度招待鄉親及歲末聯誼餐會外燴餐點,大新飲食館,2009-02-18,2019-01-29,3632,900000,168000,0.19,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190130&fn=BDM-1-52693061.xml
2019,屏東縣萬丹鄉公所,萬丹鄉公所資源回收貯存場興建工程,久漢營造工程有限公司,1999-09-10,2019-01-10,7062,3600000,7820000,2.17,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20190117&fn=BDM-1-52682348.xml
2021,屏東縣竹田鄉公所,「2022第57屆六堆運動會-開閉幕活動」委託專業服務案,鳳凰國際公關顧問有限公司,2009-08-19,2021-11-16,4472,7500000,4000000,0.53,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211125&fn=BDM-1-53563285.xml
2021,屏東縣竹田鄉公所,「六堆300客庄遊戰暨珍惜水資源愛護河川宣導活動」委託專業服務案,就要創意事業有限公司,2012-09-14,2021-11-09,3343,5000000,950000,0.19,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53558508&tenderCaseNo=110V003
2021,屏東縣竹田鄉公所,「2022第57屆六堆運動會-六堆勇馬、登真戰士」委託專業服務案,大育行銷有限公司,2017-11-28,2021-11-04,1437,3000000,1400000,0.47,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211117&fn=BDM-1-53555326.xml
2021,屏東縣竹田鄉公所,2021中堆客庄創生環境營造案-西勢火車站周邊環境美化工程,岩園綠化造景工程有限公司,2002-07-30,2021-11-16,7049,1000000,265000,0.27,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53556131&tenderCaseNo=110R001
2021,屏東縣竹田鄉公所,110-竹田鄉二崙村義和路40巷2號旁道路改善工程,鴻甲營造有限公司,2017-10-20,2021-11-16,1488,15000000,180000,0.01,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53555331&tenderCaseNo=110C003
2021,屏東縣竹田鄉公所,110-竹田鄉二崙村信實路103號AC改善工程,鴻甲營造有限公司,2017-10-20,2021-11-16,1488,15000000,460000,0.03,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53555341&tenderCaseNo=110C004
2021,屏東縣竹田鄉公所,110-竹田鄉泗洲村洲同路積水改善工程,長弘土木包工業(獨資),2012-10-04,2021-11-04,3318,1000000,823000,0.82,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53544741&tenderCaseNo=110Y007
2021,屏東縣竹田鄉公所,110-竹田鄉轄內排水設施清淤工程第二期(開口契約),本發土木包工業(獨資),2019-07-16,2021-10-28,835,5000000,451000,0.09,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53542379&tenderCaseNo=110Y006
2021,屏東縣竹田鄉公所,110-竹田鄉竹田之星路燈改善工程,春金電氣行,1970-03-07,2021-10-14,18849,1000000,580000,0.58,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53527905&tenderCaseNo=110U007
2021,屏東縣竹田鄉公所,屏東縣竹田鄉第八公墓頓物段960地號範圍內，墳墓起掘安置及廢棄物清運作業,豐隆禮儀有限公司,2006-02-23,2021-10-01,5699,1000000,506000,0.51,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20211005&fn=BDM-1-53519369.xml
2021,屏東縣竹田鄉公所,110-竹田鄉轄內樹木及雜草修剪工程第二期(開口契約),本發土木包工業(獨資),2019-07-16,2021-09-28,805,5000000,194000,0.04,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53518276&tenderCaseNo=110T008
2021,屏東縣竹田鄉公所,110-竹田鄉竹南村潮州路66之6號旁AC改善工程,泳鑫土木包工業,2017-08-14,2021-09-07,1485,1000000,119000,0.12,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53504172&tenderCaseNo=110H005
2021,屏東縣竹田鄉公所,110-竹田鄉糶糴村竹田二排區段清理工程,本發土木包工業(獨資),2019-07-16,2021-08-31,777,5000000,530000,0.11,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53500331&tenderCaseNo=110Y005
2021,屏東縣竹田鄉公所,110-竹田鄉頭崙村三山路228巷16號前AC改善工程,泳鑫土木包工業(獨資),2017-08-14,2021-09-07,1485,1000000,105000,0.11,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53499751&tenderCaseNo=110H006
2021,屏東縣竹田鄉公所,屏東縣竹田鄉立生命紀念園區第一、二期工程後續工程新增補強工程,茂信營造有限公司,2000-08-21,2021-08-19,7668,3600000,1680000,0.47,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210820&fn=BDM-1-53485629.xml
2021,屏東縣竹田鄉公所,110-竹田鄉竹田村水源路2之16號旁道路改善工程,泳鑫土木包工業(獨資),2017-08-14,2021-08-05,1452,1000000,254300,0.25,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53478736&tenderCaseNo=110C001
2021,屏東縣竹田鄉公所,110-竹田鄉鳳明村福安路120巷道路改善工程,泳鑫土木包工業,2017-08-14,2021-08-05,1452,1000000,317800,0.32,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53478739&tenderCaseNo=110C002
2021,屏東縣竹田鄉公所,110-竹田鄉大湖村大新路23號旁道路改善工程,鴻甲營造有限公司,2017-10-20,2021-07-29,1378,15000000,158000,0.01,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53468794&tenderCaseNo=110U006
2021,屏東縣竹田鄉公所,110-竹田鄉竹南村新興路道路改善工程,鴻甲營造有限公司,2017-10-20,2021-07-01,1350,15000000,340000,0.02,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53449669&tenderCaseNo=110T006
2021,屏東縣竹田鄉公所,屏東縣竹田鄉立生命紀念園區第三期工程,科眾室內裝修股份有限公司,1995-01-24,2021-06-24,9648,10000000,15900000,1.59,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210702&fn=BDM-1-53443217.xml
2021,屏東縣竹田鄉公所,110-竹田鄉二崙村信實路163巷31號旁AC改善工程,國生工程行(獨資),2021-01-22,2021-06-03,132,1000000,432000,0.43,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53426569&tenderCaseNo=110T005
2021,屏東縣竹田鄉公所,110年度竹田鄉天然災害緊急搶修(險)工程(開口契約),建統營造有限公司,1986-09-20,2021-06-01,12673,22500000,1800000,0.08,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210602&fn=BDM-1-53417838.xml
2021,屏東縣竹田鄉公所,109-竹田鄉永豐村、竹南村、西勢村及南勢村LED路燈更新工程,福原津企業有限公司,1990-08-30,2021-06-01,11233.041666667,10000000,478000,0.05,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53417839&tenderCaseNo=110U004
2021,屏東縣竹田鄉公所,110-竹田鄉轄內樹木及雜草修剪工程(開口契約),明興土木包工業(獨資),2004-10-07,2021-05-11,6060,2000000,192000,0.1,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53406265&tenderCaseNo=110T004
2021,屏東縣竹田鄉公所,竹田鄉110年村鄰長自強活動暨講習勞務採購,蕎銘旅行社有限公司,2013-06-24,2021-05-04,2871,10000000,409200,0.04,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53396013&tenderCaseNo=110P001
2021,屏東縣竹田鄉公所,110年度竹田鄉天然災害緊急搶修(險)工程開口契約,本發土木包工業(獨資),2019-07-16,2021-04-13,637,5000000,1770000,0.35,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210414&fn=BDM-1-53375625.xml
2021,屏東縣竹田鄉公所,110年度竹田鄉路燈增設及維修工程(開口契約),春金電氣行(獨資),1970-03-07,2021-04-27,18679,1000000,1383000,1.38,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210428&fn=BDM-1-53388158.xml
2021,屏東縣竹田鄉公所,109-竹田鄉履豐村豐興路125之2號旁排水設施改善工程,本發土木包工業(獨資),2019-07-16,2021-04-27,651,5000000,417000,0.08,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53388157&tenderCaseNo=110T003
2021,屏東縣竹田鄉公所,110-竹田鄉轄內農地重劃區農水路管理維護工程,鴻甲營造有限公司,2017-10-20,2021-04-20,1278,15000000,435000,0.03,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53381491&tenderCaseNo=110T002
2021,屏東縣竹田鄉公所,110-竹田鄉轄內道路及相關附屬設施修復工程(開口契約),本發土木包工業(獨資),2019-07-16,2021-04-15,639,5000000,3677000,0.74,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210416&fn=BDM-1-53377845.xml
2021,屏東縣竹田鄉公所,110-竹田鄉轄內排水設施清淤工程(開口契約),本發土木包工業(獨資),2019-07-16,2021-03-25,618,5000000,423000,0.08,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53366593&tenderCaseNo=110Y002
2021,屏東縣竹田鄉公所,110-竹田鄉轄內排水設施清淤工程(開口契約),本發土木包工業(獨資),2019-07-16,2021-03-25,618,5000000,423000,0.08,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210401&fn=BDM-1-53366593.xml
2021,屏東縣竹田鄉公所,110-竹田鄉轄內增設修繕反射鏡及標誌等設施工程(開口契約),昱祐企業有限公司,2006-04-14,2021-03-25,5459,2000000,278000,0.14,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53368025&tenderCaseNo=110H001
2021,屏東縣竹田鄉公所,109-竹田鄉西勢村龍門路136號旁道路改善工程,鋮駿土木包工業(獨資),2015-01-14,2021-03-25,2262,1600000,118900,0.07,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53361676&tenderCaseNo=110U001
2021,屏東縣竹田鄉公所,109-竹田鄉西勢村竹田國中前道路改善工程,鋮駿土木包工業,2015-01-14,2021-03-25,2262,1600000,213800,0.13,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53361680&tenderCaseNo=110U002
2021,屏東縣竹田鄉公所,110年竹田鄉公所大樓及周邊環境清潔維護勞務採購,寶立齊有限公司,2021-02-05,2021-03-16,39,1000000,106000,0.11,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53355666&tenderCaseNo=110I001
2021,屏東縣竹田鄉公所,109-竹田鄉竹南村竹南路15號旁排水設施改善工程,詮晉土木包工業(獨資),2011-04-28,2021-02-25,3591,1000000,999000,1,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20210226&fn=BDM-1-53339831.xml
2021,屏東縣竹田鄉公所,110年度竹田鄉公共工程委託設計監造技術服務開口契約,協昌工程顧問有限公司,2010-05-04,2021-02-09,3934,2000000,771765,0.39,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53337615&tenderCaseNo=110T001
2020,屏東縣竹田鄉公所,109-竹田鄉C幹線雨水下水道工程,振益營造有限公司,2011-11-04,2020-12-15,3329,10000000,3550000,0.36,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201216&fn=BDM-1-53274956.xml
2021,屏東縣竹田鄉公所,110年度屏東縣竹田鄉各村廣播系統維修及增設勞務案(開口契約),春金電氣行(獨資),1970-03-07,2021-01-14,18576,1000000,694000,0.69,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53315521&tenderCaseNo=110A001
2020,屏東縣竹田鄉公所,109-竹田鄉竹田村中山路6號旁排水設施(D幹線)改善工程,明興土木包工業(獨資),2004-10-07,2020-12-22,5920,2000000,1438000,0.72,http://web.pcc.gov.tw/prkms/prms-viewTenderDetailClient.do?ds=20201230&fn=BDM-1-53292891.xml
2021,屏東縣竹田鄉公所,110年竹田鄉全鄉公墓除草工作勞務採購案,銡陞企業行(獨資),2019-11-08,2020-12-29,417,248000,354298,1.43,http://web.pcc.gov.tw/tps/main/pms/tps/atm/atmAwardAction.do?newEdit=false&searchMode=common&method=inquiryForPublic&pkAtmMain=53304443&tenderCaseNo=109N001
